G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
55,Fri Feb 22 2008,7:30p EST,,Box Score,@,Seattle SuperSonics,L,,87,99,29,26,L 1,
56,Sun Feb 24 2008,3:00p EST,,Box Score,,Boston Celtics,L,,102,112,29,27,L 2,
57,Tue Feb 26 2008,7:30p EST,,Box Score,@,Los Angeles Lakers,L,,83,96,29,28,L 3,
58,Wed Feb 27 2008,7:30p EST,,Box Score,@,Los Angeles Clippers,W,,82,80,30,28,W 1,
59,Fri Feb 29 2008,7:30p EST,,Box Score,,Los Angeles Lakers,W,,119,111,31,28,W 2,
60,Sun Mar 2 2008,6:00p EST,,Box Score,@,Golden State Warriors,L,,104,110,31,29,L 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Tue Mar 4 2008,7:00p EST,,Box Score,,Phoenix Suns,L,,92,97,31,30,L 2,
62,Fri Mar 7 2008,7:30p EST,,Box Score,@,Milwaukee Bucks,W,,103,101,32,30,W 1,
63,Sat Mar 8 2008,7:30p EST,,Box Score,@,New York Knicks,W,OT,120,114,33,30,W 2,
64,Mon Mar 10 2008,7:00p EST,,Box Score,@,Cleveland Cavaliers,L,,80,88,33,31,L 1,
65,Tue Mar 11 2008,7:00p EST,,Box Score,@,Minnesota Timberwolves,W,,103,96,34,31,W 1,
66,Thu Mar 13 2008,7:00p EST,,Box Score,@,Sacramento Kings,L,,85,96,34,32,L 1,
67,Sat Mar 15 2008,7:00p EST,,Box Score,,Minnesota Timberwolves,W,,107,96,35,32,W 1,
68,Tue Mar 18 2008,7:30p EST,,Box Score,,Phoenix Suns,L,,98,111,35,33,L 1,
69,Fri Mar 21 2008,7:00p EST,,Box Score,,Los Angeles Clippers,W,,107,102,36,33,W 1,
70,Sat Mar 22 2008,7:30p EST,,Box Score,@,Los Angeles Clippers,W,,83,72,37,33,W 2,
71,Mon Mar 24 2008,7:00p EST,,Box Score,@,Seattle SuperSonics,L,,84,97,37,34,L 1,
72,Tue Mar 25 2008,7:00p EST,,Box Score,,Washington Wizards,W,,102,82,38,34,W 1,
73,Thu Mar 27 2008,7:30p EST,,Box Score,@,Golden State Warriors,L,,95,111,38,35,L 1,
74,Sat Mar 29 2008,7:00p EST,,Box Score,,Charlotte Bobcats,L,,85,93,38,36,L 2,
75,Wed Apr 2 2008,7:30p EST,,Box Score,@,Los Angeles Lakers,L,,91,104,38,37,L 3,
76,Thu Apr 3 2008,7:30p EST,,Box Score,,Houston Rockets,L,,86,95,38,38,L 4,
77,Sun Apr 6 2008,3:00p EST,,Box Score,,San Antonio Spurs,L,,65,72,38,39,L 5,
78,Tue Apr 8 2008,7:00p EST,,Box Score,,Los Angeles Lakers,W,,112,103,39,39,W 1,
79,Fri Apr 11 2008,7:00p EST,,Box Score,@,Sacramento Kings,L,,86,103,39,40,L 1,
80,Sat Apr 12 2008,7:00p EST,,Box Score,,Dallas Mavericks,W,,108,105,40,40,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
81,Tue Apr 15 2008,7:00p EST,,Box Score,,Memphis Grizzlies,W,,113,91,41,40,W 2,
82,Wed Apr 16 2008,7:00p EST,,Box Score,@,Phoenix Suns,L,,91,100,41,41,L 1,
