G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
35,Fri Jan 7 2011,7:00p EST,,Box Score,@,Philadelphia 76ers,L,,99,105,23,12,L 2,
36,Sat Jan 8 2011,7:00p EST,,Box Score,,Boston Celtics,W,,90,79,24,12,W 1,
37,Mon Jan 10 2011,7:00p EST,,Box Score,,Detroit Pistons,W,,95,82,25,12,W 2,
38,Wed Jan 12 2011,7:00p EST,,Box Score,@,Charlotte Bobcats,L,,91,96,25,13,L 1,
39,Fri Jan 14 2011,7:00p EST,,Box Score,@,Indiana Pacers,W,,99,86,26,13,W 1,
40,Sat Jan 15 2011,7:00p EST,,Box Score,,Miami Heat,W,,99,96,27,13,W 2,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
41,Mon Jan 17 2011,12:00p EST,,Box Score,@,Memphis Grizzlies,W,,96,84,28,13,W 3,
42,Tue Jan 18 2011,7:00p EST,,Box Score,,Charlotte Bobcats,L,,82,83,28,14,L 1,
43,Thu Jan 20 2011,7:00p EST,,Box Score,,Dallas Mavericks,W,,82,77,29,14,W 1,
44,Sat Jan 22 2011,7:00p EST,,Box Score,,Cleveland Cavaliers,W,,92,79,30,14,W 2,
45,Mon Jan 24 2011,7:00p EST,,Box Score,,Milwaukee Bucks,W,,92,83,31,14,W 3,
46,Fri Jan 28 2011,7:00p EST,,Box Score,,Orlando Magic,W,,99,90,32,14,W 4,
47,Sat Jan 29 2011,7:00p EST,,Box Score,,Indiana Pacers,W,,110,89,33,14,W 5,
48,Wed Feb 2 2011,7:30p EST,,Box Score,@,Los Angeles Clippers,W,,106,88,34,14,W 6,
49,Sat Feb 5 2011,7:30p EST,,Box Score,@,Golden State Warriors,L,,90,101,34,15,L 1,
50,Mon Feb 7 2011,7:00p EST,,Box Score,@,Portland Trail Blazers,L,,103,109,34,16,L 2,
51,Wed Feb 9 2011,7:00p EST,,Box Score,@,Utah Jazz,W,,91,86,35,16,W 1,
52,Sat Feb 12 2011,7:00p EST,,Box Score,@,New Orleans Hornets,W,,97,88,36,16,W 2,
53,Tue Feb 15 2011,7:00p EST,,Box Score,,Charlotte Bobcats,W,,106,94,37,16,W 3,
54,Thu Feb 17 2011,7:00p EST,,Box Score,,San Antonio Spurs,W,,109,99,38,16,W 4,
55,Wed Feb 23 2011,7:00p EST,,Box Score,@,Toronto Raptors,L,,113,118,38,17,L 1,
56,Thu Feb 24 2011,7:00p EST,,Box Score,,Miami Heat,W,,93,89,39,17,W 1,
57,Sat Feb 26 2011,7:30p EST,,Box Score,@,Milwaukee Bucks,W,,83,75,40,17,W 2,
58,Mon Feb 28 2011,7:00p EST,,Box Score,@,Washington Wizards,W,,105,77,41,17,W 3,
59,Wed Mar 2 2011,7:00p EST,,Box Score,@,Atlanta Hawks,L,,80,83,41,18,L 1,
60,Fri Mar 4 2011,7:00p EST,,Box Score,@,Orlando Magic,W,,89,81,42,18,W 1,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
61,Sun Mar 6 2011,1:00p EST,,Box Score,@,Miami Heat,W,,87,86,43,18,W 2,
62,Mon Mar 7 2011,7:00p EST,,Box Score,,New Orleans Hornets,W,,85,77,44,18,W 3,
63,Wed Mar 9 2011,7:00p EST,,Box Score,@,Charlotte Bobcats,W,,101,84,45,18,W 4,
64,Fri Mar 11 2011,7:00p EST,,Box Score,,Atlanta Hawks,W,,94,76,46,18,W 5,
65,Sat Mar 12 2011,7:00p EST,,Box Score,,Utah Jazz,W,,118,100,47,18,W 6,
66,Tue Mar 15 2011,7:00p EST,,Box Score,,Washington Wizards,W,,98,79,48,18,W 7,
67,Thu Mar 17 2011,7:00p EST,,Box Score,@,New Jersey Nets,W,,84,73,49,18,W 8,
68,Fri Mar 18 2011,7:00p EST,,Box Score,@,Indiana Pacers,L,OT,108,115,49,19,L 1,
69,Mon Mar 21 2011,7:00p EST,,Box Score,,Sacramento Kings,W,,132,92,50,19,W 1,
70,Tue Mar 22 2011,8:00p EST,,Box Score,@,Atlanta Hawks,W,,114,81,51,19,W 2,
71,Fri Mar 25 2011,7:00p EST,,Box Score,,Memphis Grizzlies,W,,99,96,52,19,W 3,
72,Sat Mar 26 2011,7:30p EST,,Box Score,@,Milwaukee Bucks,W,,95,87,53,19,W 4,
73,Mon Mar 28 2011,7:00p EST,,Box Score,,Philadelphia 76ers,L,,85,97,53,20,L 1,
74,Wed Mar 30 2011,7:00p EST,,Box Score,@,Minnesota Timberwolves,W,,108,91,54,20,W 1,
75,Fri Apr 1 2011,7:30p EST,,Box Score,@,Detroit Pistons,W,,101,96,55,20,W 2,
76,Sat Apr 2 2011,7:00p EST,,Box Score,,Toronto Raptors,W,,113,106,56,20,W 3,
77,Tue Apr 5 2011,7:00p EST,,Box Score,,Phoenix Suns,W,,97,94,57,20,W 4,
78,Thu Apr 7 2011,7:00p EST,,Box Score,,Boston Celtics,W,,97,81,58,20,W 5,
79,Fri Apr 8 2011,7:30p EST,,Box Score,@,Cleveland Cavaliers,W,,93,82,59,20,W 6,
80,Sun Apr 10 2011,1:00p EST,,Box Score,@,Orlando Magic,W,,102,99,60,20,W 7,
G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
81,Tue Apr 12 2011,8:00p EST,,Box Score,@,New York Knicks,W,,103,90,61,20,W 8,
82,Wed Apr 13 2011,7:00p EST,,Box Score,,New Jersey Nets,W,,97,92,62,20,W 9,
